indicator_data_id,indicator_id,name,Measure,geo_type_name,geo_entity_id,year_description,data_value,message
12910,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,101,2004,6.4,NULL
12911,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,102,2004,11.7,NULL
12912,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,103,2004,11.7,NULL
12913,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,104,2004,14.3,NULL
12914,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,105,2004,9.9,NULL
12915,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,106,2004,9.9,NULL
12916,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,107,2004,9.9,NULL
12917,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,201,2004,7.9,NULL
12918,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,202,2004,8.6,NULL
12919,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,203,2004,11.1,NULL
12920,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,204,2004,12.3,NULL
12921,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,205,2004,11.9,NULL
12922,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,206,2004,9.7,NULL
12923,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,207,2004,11,NULL
12924,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,208,2004,7.1,NULL
12925,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,209,2004,9.5,NULL
12926,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,210,2004,12,NULL
12927,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,211,2004,11.7,NULL
12928,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,301,2004,11.9,NULL
12929,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,302,2004,12.3,NULL
12930,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,303,2004,14.5,NULL
12931,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,304,2004,7.4,NULL
12932,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,305,2004,3.1,NULL
12934,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,306,2004,6.8,NULL
12933,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,307,2004,3.1,NULL
12935,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,308,2004,6.8,NULL
12936,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,309,2004,5.4,NULL
12937,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,310,2004,5.4,NULL
12938,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,401,2004,13.3,NULL
12939,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,402,2004,7.9,NULL
12940,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,403,2004,9.3,NULL
12941,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,404,2004,10.2,NULL
12943,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,405,2004,9.9,NULL
12942,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,406,2004,10.2,NULL
12944,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,407,2004,7.1,NULL
12945,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,408,2004,8.8,NULL
12946,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,409,2004,7.1,NULL
12947,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,410,2004,17,NULL
12948,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,501,2004,13.8,NULL
12949,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,502,2004,13.8,NULL
12950,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,503,2004,18.1,NULL
12951,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,504,2004,18.1,NULL
12952,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,101,2006,4.6,NULL
12953,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,102,2006,7.7,NULL
12954,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,103,2006,10,NULL
12955,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,104,2006,15.1,NULL
12956,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,105,2006,14.1,NULL
12957,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,106,2006,14.1,NULL
12958,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,107,2006,14.1,NULL
12959,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,201,2006,6.1,NULL
12960,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,202,2006,5,NULL
12961,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,203,2006,9,NULL
12962,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,204,2006,6.4,NULL
12963,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,205,2006,1.8,NULL
12964,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,206,2006,7.7,NULL
12965,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,207,2006,4.1,NULL
12966,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,208,2006,7.1,NULL
12967,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,209,2006,7.4,NULL
12968,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,210,2006,6.7,NULL
12969,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,211,2006,7.4,NULL
12970,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,301,2006,5.1,NULL
12971,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,302,2006,6.4,NULL
12972,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,303,2006,20.8,NULL
12973,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,304,2006,2.3,NULL
12974,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,305,2006,5.7,NULL
12976,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,306,2006,5.6,NULL
12975,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,307,2006,5.7,NULL
12977,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,308,2006,5.6,NULL
12978,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,309,2006,5.2,NULL
12979,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,310,2006,5.2,NULL
12980,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,401,2006,9.6,NULL
12981,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,402,2006,4.4,NULL
12982,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,403,2006,6.9,NULL
12983,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,404,2006,3.7,NULL
12985,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,405,2006,6.2,NULL
12984,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,406,2006,3.7,NULL
12986,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,407,2006,5.4,NULL
12987,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,408,2006,5.8,NULL
12988,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,409,2006,5.3,NULL
12989,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,410,2006,6.9,NULL
12990,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,501,2006,7.5,NULL
12991,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,502,2006,7.5,NULL
12992,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,503,2006,6.4,NULL
12993,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,504,2006,6.4,NULL
56702,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,101,2008,2.4,NULL
56703,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,102,2008,4.1,NULL
56704,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,103,2008,10.3,NULL
56705,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,104,2008,5.5,NULL
56706,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,105,2008,11.4,NULL
56707,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,106,2008,11.4,NULL
56708,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,107,2008,11.4,NULL
56709,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,201,2008,5.1,NULL
56710,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,202,2008,1.2,NULL
56711,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,203,2008,9.9,NULL
56712,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,204,2008,7,NULL
56713,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,205,2008,0.7,NULL
56714,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,206,2008,3.6,NULL
56715,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,207,2008,1.8,NULL
56716,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,208,2008,3.3,NULL
56717,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,209,2008,6.8,NULL
56718,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,210,2008,8.6,NULL
56719,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,211,2008,8.7,NULL
56720,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,301,2008,6.1,NULL
56721,47,Adults Reporting Secondhand Smoke at Home,Percent,UHF42,302,2008,2.2,NULL
